invoice_number,vendor_id,vendor_name,vendor_category,country,city,po_number,department,invoice_date,due_date,payment_terms,currency,amount,tax_rate,tax_amount,invoice_status,created_timestamp,is_fraud,fraud_type
INV-002094-059E,VEND-5D90010F,Cheema-Dyal Industries,Office Supplies,India,Bulandshahr,PO-A6CDA82F,Operations,2024-07-04,2024-10-02,90,INR,21382.38,0.0592,1265.84,APPROVED,2024-07-04T09:01:23,0,NONE
INV-005382-803E,VEND-D32FBE9C,Suri-Cherian,Office Supplies,India,Mirzapur,PO-1E8AF477,Finance,2024-06-18,2024-08-02,45,INR,6470.31,0.1165,753.79,PAID,2024-06-18T09:11:59,0,NONE
INV-010543-0D40,VEND-172FD81F,Divan-Bhatti & Co,Electronics,India,Panipat,PO-EF355ADC,R&D,2023-09-27,2023-12-26,90,INR,116818.71,0.1569,18328.86,PAID,2023-09-27T15:20:08,0,NONE
INV-006172-11C1,VEND-0239D12E,"Vyas, Chander and Sampath",Office Supplies,USA,Surat,PO-15D5435F,HR,2023-03-27,2023-05-11,45,USD,10038.23,0.0916,919.5,PAID,2023-03-27T16:47:44,0,NONE
INV-902218-2216,VEND-E21089F1,Bal-Patel,Consulting,India,Bhind,PO-234D4FDD,Finance,2023-02-18,2023-03-05,15,INR,460661.38,0.18,82919.05,PAID,2023-02-18T22:23:15,1,WEEKEND
INV-005073-457A,VEND-602889B6,"Bhasin, Biswas and Sodhi & Co",Maintenance,India,Baranagar,PO-4C04AAD4,IT,2024-08-19,2024-11-17,90,INR,26308.81,0.0593,1560.11,PAID,2024-08-19T16:57:14,0,NONE
INV-001389-324F,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-62C65F27,IT,2024-07-19,2024-09-02,45,INR,27930.54,0.0888,2480.23,PAID,2024-07-19T10:25:51,0,NONE
INV-011614-02BE,VEND-0F7059A6,"Pau, Chana and Rana LLC",Packaging,India,Bilaspur,PO-A25913D0,IT,2024-08-23,2024-11-21,90,INR,55656.9,0.0583,3244.8,REJECTED,2024-08-23T18:07:40,0,NONE
INV-901752-19B8,VEND-43DAA4E9,Dua and Sons,Raw Materials,India,Bhalswa Jahangir Pur,PO-66A5173A,Operations,2023-05-09,2023-06-23,45,INR,330888.48,0.4014,132818.64,PAID,2023-05-09T03:56:47,1,TAX
INV-002113-F2CA,VEND-B385FB77,"Nazareth, Kurian and Suresh Industries",Office Supplies,China,Jaunpur,PO-8863676A,HR,2024-06-27,2024-07-27,30,CNY,20659.47,0.086,1776.71,PAID,2024-06-27T13:31:25,0,NONE
INV-006422-C3D6,VEND-03F34CC3,Panchal-Ahuja,Packaging,India,Asansol,PO-F508CABA,HR,2023-03-10,2023-05-09,60,INR,8858.96,0.089,788.45,OVERDUE,2023-03-10T13:26:53,0,NONE
INV-010849-0D3B,VEND-5D10053C,"Chad, Ben and Dugal",Raw Materials,India,Tadipatri,PO-52F3BAC3,Production,2023-04-07,2023-04-22,15,INR,244984.79,0.0536,13131.18,PAID,2023-04-07T15:11:23,0,NONE
INV-011444-A1C1,VEND-C1D2293E,Bawa PLC Traders,Maintenance,India,Baranagar,PO-D3895B0A,Facilities,2023-03-31,2023-05-30,60,INR,2707.72,0.0939,254.25,PAID,2023-03-31T11:15:37,0,NONE
INV-902244-834A,VEND-43DAA4E9,Dua and Sons,Raw Materials,India,Bhalswa Jahangir Pur,PO-6830FE29,Procurement,2024-03-03,2024-04-17,45,INR,317520.76,0.068,21591.41,PAID,2024-03-03T13:12:26,1,WEEKEND
INV-005083-E166,VEND-5D5914AD,Murthy and Sons Traders,Packaging,India,Tenali,PO-F7D3FD90,Marketing,2023-06-19,2023-07-19,30,INR,39845.26,0.1128,4494.55,PAID,2023-06-19T17:52:21,0,NONE
INV-005732-9BE3,VEND-93FE32BC,Mohanty-Khatri Enterprises,Packaging,India,New Delhi,PO-35A1A0C4,Logistics,2024-02-23,2024-03-24,30,INR,4107.14,0.0548,225.07,PAID,2024-02-23T11:21:27,0,NONE
INV-002318-FB0B,VEND-FB61F05C,"Sen, Naidu and Mutti Traders",Office Supplies,India,Gandhidham,PO-C0DFE2C2,Production,2023-02-14,2023-03-31,45,INR,6058.04,0.0738,447.08,PAID,2023-02-14T12:52:46,0,NONE
INV-010873-5DD0,VEND-6A3E672B,"Shetty, Mittal and Rege",Raw Materials,India,Kolhapur,PO-E7589DF5,R&D,2024-04-16,2024-05-01,15,INR,288489.06,0.0715,20626.97,PAID,2024-04-16T09:40:37,0,NONE
INV-009548-16E1,VEND-97806843,"Ram, Dalal and Lala",Office Supplies,India,Amroha,PO-3A3ACA25,HR,2023-02-23,2023-04-09,45,INR,15141.68,0.0657,994.81,REJECTED,2023-02-23T18:59:15,0,NONE
INV-001336-B48A,VEND-6A3E672B,"Shetty, Mittal and Rege",Raw Materials,India,Kolhapur,PO-4A2B926D,IT,2023-07-18,2023-08-02,15,INR,360175.34,0.0715,25752.54,PAID,2023-07-18T14:04:40,0,NONE
INV-005462-D5D5,VEND-D36F0700,"Mitra, Ravi and Acharya Inc",IT Services,India,Baranagar,PO-F06FFF96,Logistics,2023-01-02,2023-02-16,45,INR,109480.74,0.18,19706.53,OVERDUE,2023-01-02T10:40:44,0,NONE
INV-002464-EF53,VEND-95A9084E,Randhawa LLC Traders,Electronics,India,Korba,PO-A7CF533C,Marketing,2023-08-30,2023-10-29,60,INR,45641.0,0.1234,5632.1,PAID,2023-08-30T11:54:30,0,NONE
INV-009875-52A3,VEND-26AE7489,Wagle Ltd,Transportation,India,Jorhat,PO-ACC10875,Marketing,2024-10-04,2024-11-03,30,INR,9050.29,0.1058,957.52,APPROVED,2024-10-04T10:26:48,0,NONE
INV-010758-2E54,VEND-4FDC059D,Singh Group Industries,Office Supplies,India,Panipat,PO-A790CD4C,IT,2024-08-23,2024-11-21,90,INR,18103.54,0.0843,1526.13,OVERDUE,2024-08-23T18:16:06,0,NONE
INV-011858-2BE2,VEND-2E2B56CB,"Dua, Borra and Goel",Packaging,India,Madhyamgram,PO-4157F342,R&D,2024-06-20,2024-08-04,45,INR,38011.79,0.1053,4002.64,PAID,2024-06-20T11:16:40,0,NONE
INV-004129-0854,VEND-69CBF50F,"Gandhi, Sibal and Datta Traders",Transportation,China,Singrauli,PO-2F219846,Marketing,2023-02-16,2023-04-17,60,CNY,7123.8,0.0947,674.62,OVERDUE,2023-02-16T14:38:24,0,NONE
INV-004656-F769,VEND-F4A14577,"Zachariah, Aurora and Chander",Office Supplies,India,Rourkela,PO-13C1775A,Marketing,2023-12-20,2024-02-03,45,INR,4749.56,0.0981,465.93,PENDING,2023-12-20T16:24:31,0,NONE
INV-006334-B64B,VEND-51CAE0F5,"Majumdar, Anne and Varughese & Co",Office Supplies,India,Guwahati,PO-2C41EC6F,HR,2023-03-31,2023-05-30,60,INR,19312.55,0.0711,1373.12,PAID,2023-03-31T14:17:07,0,NONE
INV-011115-A725,VEND-6F63470F,Baral Group,Electronics,India,Mahbubnagar,PO-65B94F9F,Marketing,2023-08-15,2023-11-13,90,INR,38554.84,0.137,5282.01,PAID,2023-08-15T10:15:13,0,NONE
INV-009142-C7F1,VEND-1E529909,"Kapur, Dara and Iyer Pvt Ltd",Raw Materials,India,Patiala,PO-32FF9045,Marketing,2023-12-06,2024-01-05,30,INR,125621.34,0.0573,7198.1,OVERDUE,2023-12-06T14:09:07,0,NONE
INV-001549-40A7,VEND-E7C3CAD4,Dewan LLC,Office Supplies,Germany,Agartala,PO-FC8D6828,Procurement,2023-04-13,2023-04-28,15,EUR,12014.39,0.0565,678.81,APPROVED,2023-04-13T11:41:10,0,NONE
INV-005402-066C,VEND-E24A2F17,Khosla-Tank Industries,Raw Materials,India,Ahmednagar,PO-D6C1CBBA,HR,2023-08-07,2023-10-06,60,INR,366186.46,0.0928,33982.1,APPROVED,2023-08-07T14:28:26,0,NONE
INV-001080-99CC,VEND-602889B6,"Bhasin, Biswas and Sodhi & Co",Maintenance,India,Baranagar,PO-4C04AAD4,IT,2023-07-17,2023-10-15,90,INR,32714.11,0.0593,1939.95,PAID,2023-07-17T15:11:46,0,NONE
INV-005483-11F4,VEND-92CC8079,"Kalla, Srinivas and Joshi Enterprises",Transportation,India,Avadi,PO-0F0DA84B,Logistics,2024-07-15,2024-08-29,45,INR,88769.82,0.1105,9809.07,PENDING,2024-07-15T09:20:07,0,NONE
INV-010606-566F,VEND-43B1686D,Pandit Inc LLC,Office Supplies,India,Ichalkaranji,PO-A2B39F57,Production,2024-07-31,2024-08-15,15,INR,10246.74,0.0655,671.16,APPROVED,2024-07-31T15:42:44,0,NONE
INV-010337-77F8,VEND-764623A1,"Bora, Bath and Sampath Traders",Raw Materials,USA,Rajkot,PO-976019E0,Marketing,2023-12-29,2024-02-27,60,USD,51170.81,0.078,3991.32,PENDING,2023-12-29T09:25:07,0,NONE
INV-000858-3733,VEND-67973602,"Lalla, Bassi and Sharaf LLC",IT Services,India,Burhanpur,PO-60DF8086,IT,2023-11-06,2023-11-21,15,INR,219372.56,0.18,39487.06,PENDING,2023-11-06T10:29:59,0,NONE
INV-009796-BD34,VEND-5E05954B,Kakar and Sons Enterprises,Office Supplies,China,Nangloi Jat,PO-7029FB4D,Operations,2024-07-22,2024-09-20,60,CNY,9371.31,0.1176,1102.07,PAID,2024-07-22T13:42:05,0,NONE
INV-011124-D564,VEND-0C1EB81E,De-Prabhakar,Raw Materials,USA,Imphal,PO-2D064A71,Operations,2023-02-02,2023-05-03,90,USD,160059.11,0.052,8323.07,PAID,2023-02-02T10:09:30,0,NONE
INV-005544-54B5,VEND-A9370B11,"Behl, Mani and Muni",Packaging,India,Vasai-Virar,PO-63B70997,Procurement,2023-09-15,2023-12-14,90,INR,47447.35,0.1029,4882.33,PAID,2023-09-15T10:31:14,0,NONE
INV-900688-2BA5,VEND-77B0B15D,Kara-Virk Enterprises,Furniture,India,Hospet,PO-218F84F3,Finance,2024-08-24,2024-10-23,60,INR,331884.4,0.1374,45600.92,PAID,2024-08-24T00:25:06,1,AMOUNT_INFLATION
INV-006698-CC76,VEND-636FB507,"Khurana, Dhawan and Manne",Maintenance,India,Mumbai,PO-1A22D9F1,HR,2023-01-04,2023-01-19,15,INR,12850.58,0.0939,1206.67,PAID,2023-01-04T18:09:09,0,NONE
INV-006348-4C65,VEND-EA916ECB,"Rattan, Boase and Dhar LLC",Packaging,India,Mysore,PO-EA61E74F,IT,2023-02-21,2023-04-22,60,INR,49924.99,0.105,5242.12,PAID,2023-02-21T09:27:23,0,NONE
INV-901595-8D3C,VEND-9D71F163,Narayan Inc,Raw Materials,India,Anantapuram,PO-DC33E46C,HR,2024-08-09,2024-11-07,90,INR,233193.56,0.0756,17629.43,APPROVED,2024-08-09T02:15:42.991102,1,BURST
INV-006109-95C1,VEND-34BC0BB6,Varkey-Agarwal Enterprises,Transportation,USA,Haridwar,PO-F98F1129,Production,2023-01-12,2023-02-11,30,USD,47201.82,0.0869,4101.84,APPROVED,2023-01-12T12:03:52,0,NONE
INV-005963-9003,VEND-A5D0D86C,"Bhasin, Chaudhary and Johal",IT Services,India,Bilaspur,PO-D14C2EC8,IT,2023-06-01,2023-07-16,45,INR,30345.86,0.18,5462.25,PENDING,2023-06-01T18:30:09,0,NONE
INV-002601-B2F4,VEND-E3A8DA44,Dora Inc Pvt Ltd,Packaging,India,Dibrugarh,PO-C9BF8367,Procurement,2024-02-22,2024-04-22,60,INR,31767.4,0.0785,2493.74,APPROVED,2024-02-22T11:30:35,0,NONE
INV-009992-445D,VEND-7A222BEB,"Modi, Chada and Kothari Pvt Ltd",Packaging,Germany,Proddatur,PO-9A4EFED7,Marketing,2024-01-09,2024-02-23,45,EUR,31823.2,0.0778,2475.84,PAID,2024-01-09T11:51:43,0,NONE
INV-008565-8953,VEND-B63F5D3A,Bakshi-Gola LLC,Transportation,India,Bulandshahr,PO-14795006,Facilities,2023-07-26,2023-09-09,45,INR,42253.03,0.052,2197.16,APPROVED,2023-07-26T17:37:57,0,NONE
INV-008587-24BC,VEND-8FF8E217,Prabhakar-Chanda,Office Supplies,India,Faridabad,PO-D381FF9E,R&D,2024-11-07,2024-12-07,30,INR,4004.27,0.0537,215.03,PENDING,2024-11-07T09:16:55,0,NONE
INV-007200-3F08,VEND-C2CCB44C,Kumer and Sons Traders,Electronics,USA,Vijayawada,PO-D81C0AC4,R&D,2024-07-15,2024-09-13,60,USD,66610.33,0.1605,10690.96,PAID,2024-07-15T14:19:29,0,NONE
INV-901736-4B3F,VEND-1B563168,"Shan, Dixit and Varma Enterprises",Electronics,India,Khammam,PO-E655D6C7,Facilities,2024-05-06,2024-07-05,60,INR,19610.71,0.1483,2908.27,PAID,2024-05-06T04:47:06.683384,1,BURST
INV-011594-B1D8,VEND-8A5A5C7A,Natt-Sani,Packaging,USA,Dewas,PO-6248DCDA,HR,2024-04-17,2024-06-16,60,USD,13728.53,0.0891,1223.21,PAID,2024-04-17T12:50:55,0,NONE
INV-004060-B537,VEND-482DA0BD,"Dayal, Chadha and Bhatti",Furniture,India,Sikar,PO-4B5248B2,Facilities,2023-11-23,2023-12-23,30,INR,14157.85,0.1245,1762.65,PAID,2023-11-23T16:51:17,0,NONE
INV-000642-71C4,VEND-E7C3CAD4,Dewan LLC,Office Supplies,Germany,Agartala,PO-70241586,Procurement,2023-04-11,2023-04-26,15,EUR,14266.72,0.0565,806.07,APPROVED,2023-04-11T12:43:38,0,NONE
INV-002828-16B9,VEND-CE06E7E9,"Madan, Magar and Devan",Consulting,India,Tadepalligudem,PO-421937E8,Facilities,2023-08-04,2023-09-03,30,INR,50520.55,0.18,9093.7,PENDING,2023-08-04T18:29:08,0,NONE
INV-010587-BE61,VEND-6EC26315,Chawla-Desai,Raw Materials,India,Bhiwandi,PO-851D6044,Production,2024-10-31,2024-12-30,60,INR,300369.33,0.1088,32680.18,PAID,2024-10-31T14:55:56,0,NONE
INV-008267-9701,VEND-5E05954B,Kakar and Sons Enterprises,Office Supplies,China,Nangloi Jat,PO-FF09B554,Procurement,2023-06-06,2023-08-05,60,CNY,9578.99,0.1176,1126.49,PAID,2023-06-06T16:09:16,0,NONE
INV-001382-1056,VEND-4840B787,"Hayre, Shankar and Chhabra",Packaging,India,Avadi,PO-208792A0,Operations,2024-02-08,2024-03-24,45,INR,21591.68,0.0786,1697.11,OVERDUE,2024-02-08T10:22:54,0,NONE
INV-011704-CFA4,VEND-5D90010F,Cheema-Dyal Industries,Office Supplies,India,Bulandshahr,PO-A6CDA82F,Operations,2024-03-15,2024-06-13,90,INR,16442.66,0.0592,973.41,PENDING,2024-03-15T14:52:33,0,NONE
INV-005627-7FE3,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-D54D4014,Operations,2023-07-21,2023-09-04,45,INR,31759.61,0.0641,2035.79,PAID,2023-07-21T11:22:46,0,NONE
INV-001696-DD4A,VEND-BF7F575F,Dugal-Kale Industries,Maintenance,India,Kota,PO-AED0ED53,IT,2024-02-01,2024-02-16,15,INR,18742.98,0.0614,1150.82,PENDING,2024-02-01T17:25:52,0,NONE
INV-902784-809E,VEND-CC714A15,Verma-Ranganathan Pvt Ltd,Electronics,India,Chennai,,Finance,2024-03-15,2024-04-29,45,INR,597812.45,0.1685,100731.4,PENDING,2024-03-15T20:42:17,1,NEW_VENDOR
INV-001014-1747,VEND-DDF38E90,Ramachandran-Bahri,Maintenance,UAE,Morena,PO-352F6291,HR,2024-08-02,2024-09-01,30,AED,18500.46,0.1032,1909.25,PENDING,2024-08-02T10:13:17,0,NONE
INV-902176-A59F,VEND-F610B713,Dhar-Bora Traders,Furniture,India,Dehradun,PO-7D3D4B88,Production,2024-02-03,2024-03-19,45,INR,27388.15,0.1501,4110.96,PAID,2024-02-03T00:05:12,1,WEEKEND
INV-008215-52B0,VEND-9B3EB04B,Devan Ltd Industries,Office Supplies,India,Bhalswa Jahangir Pur,PO-8DE73ACD,Procurement,2023-11-14,2023-12-29,45,INR,6897.19,0.092,634.54,PAID,2023-11-14T17:33:04,0,NONE
INV-007793-BACF,VEND-9411CEB4,Deshmukh Inc LLC,Transportation,Germany,Malegaon,PO-1D8AFF85,Operations,2023-01-23,2023-04-23,90,EUR,47322.55,0.0729,3449.81,PAID,2023-01-23T15:47:13,0,NONE
INV-009913-DFA5,VEND-60F1D895,"Zacharia, Deol and Pall Industries",Furniture,India,Mangalore,PO-B4A24702,Finance,2023-09-08,2023-10-08,30,INR,17456.9,0.1511,2637.74,APPROVED,2023-09-08T17:15:51,0,NONE
INV-005268-5112,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-F3795B1C,R&D,2024-07-24,2024-09-07,45,INR,29357.98,0.0641,1881.85,PAID,2024-07-24T16:07:07,0,NONE
INV-003085-3C87,VEND-AAD228FE,"Atwal, Reddy and Chander",Transportation,India,Raipur,PO-9B7CA979,Procurement,2024-10-31,2025-01-29,90,INR,5240.45,0.0513,268.84,PENDING,2024-10-31T18:22:50,0,NONE
INV-010680-834B,VEND-423189E1,Atwal-Walla Enterprises,Office Supplies,India,Panipat,PO-9A77E5FC,Operations,2023-09-22,2023-10-22,30,INR,6655.55,0.0549,365.39,APPROVED,2023-09-22T10:43:21,0,NONE
INV-009367-E91A,VEND-E4ABC890,Mital Ltd Inc,Consulting,Germany,Madhyamgram,PO-99435346,Finance,2023-04-26,2023-07-25,90,EUR,184518.25,0.18,33213.28,OVERDUE,2023-04-26T18:10:12,0,NONE
INV-007369-714F,VEND-4B1C628E,Doctor-Nath,Machinery,India,Ballia,PO-EDE890C9,Production,2024-08-22,2024-09-06,15,INR,441466.22,0.1477,65204.56,APPROVED,2024-08-22T14:07:05,0,NONE
INV-902015-A5DD,VEND-99FCF6C7,Srivastava LLC,Electronics,India,Hazaribagh,PO-7A1835AA,R&D,2023-04-30,2023-07-29,90,INR,95743.29,0.0006,57.45,PAID,2023-04-30T20:06:03,1,TAX
INV-003801-8115,VEND-81371C74,"Pandya, Bora and Ranganathan",Office Supplies,Germany,Junagadh,PO-77D74E0D,HR,2023-01-02,2023-01-17,15,EUR,4503.25,0.1035,466.09,PENDING,2023-01-02T15:14:54,1,DUPLICATE
INV-009082-3AA3,VEND-DDF38E90,Ramachandran-Bahri,Maintenance,UAE,Morena,PO-B39AA861,R&D,2023-10-30,2023-11-29,30,AED,28497.43,0.1032,2940.93,OVERDUE,2023-10-30T12:37:16,0,NONE
INV-009509-B493,VEND-A4456B78,Dugar-Pingle Pvt Ltd,Packaging,India,Anantapur,PO-1869C4E2,Procurement,2024-09-26,2024-11-25,60,INR,11800.94,0.0594,700.98,PENDING,2024-09-26T17:32:55,0,NONE
INV-007582-BECA,VEND-81E7E54F,Mangat Group,Packaging,USA,Nandyal,PO-2CDA8E77,Production,2024-08-13,2024-09-12,30,USD,5544.79,0.0882,489.05,PAID,2024-08-13T09:59:01,0,NONE
INV-006300-9A8F,VEND-80C9977D,Shenoy Ltd Pvt Ltd,Packaging,India,Bahraich,PO-16A4FFB1,HR,2024-10-09,2024-11-23,45,INR,4569.16,0.0857,391.58,PENDING,2024-10-09T16:13:07,0,NONE
INV-008308-A645,VEND-B70D160B,Shah Group,Packaging,India,Yamunanagar,PO-32F9F227,Production,2023-09-29,2023-10-14,15,INR,5662.72,0.0726,411.11,PAID,2023-09-29T11:52:06,0,NONE
INV-009734-967E,VEND-DBF1A896,"Tripathi, Kala and Dubey",Maintenance,India,Rajahmundry,PO-1BD9AF2C,R&D,2023-09-05,2023-09-20,15,INR,22359.46,0.0822,1837.95,APPROVED,2023-09-05T17:50:53,0,NONE
INV-010077-22BF,VEND-8C38EBF9,Bumb-Prasad Traders,Transportation,India,Bhopal,PO-492DA435,Finance,2023-03-24,2023-05-23,60,INR,28062.74,0.0704,1975.62,REJECTED,2023-03-24T14:43:32,0,NONE
INV-902212-F9B2,VEND-EA916ECB,"Rattan, Boase and Dhar LLC",Packaging,India,Mysore,PO-C109FE06,Procurement,2023-04-09,2023-06-08,60,INR,47287.92,0.105,4965.23,PAID,2023-04-09T02:14:10,1,WEEKEND
INV-010563-78EB,VEND-AA5B4230,Narang PLC,Furniture,India,Rajkot,PO-7A56E0C4,Facilities,2024-01-17,2024-03-02,45,INR,141106.8,0.1494,21081.36,PAID,2024-01-17T16:05:35,0,NONE
INV-001258-FAC0,VEND-A9DA0AD9,Memon LLC,Electronics,India,Chinsurah,PO-697D3506,Finance,2024-01-16,2024-03-01,45,INR,26888.32,0.1739,4675.88,PENDING,2024-01-16T18:31:05,0,NONE
INV-004704-3B62,VEND-036BFE8F,"Kant, Bassi and Verma Inc",Maintenance,India,Berhampore,PO-4DE9AABF,Procurement,2023-12-05,2023-12-20,15,INR,6044.12,0.0567,342.7,PAID,2023-12-05T13:19:43,0,NONE
INV-006042-8436,VEND-D189CEA9,"Dua, Kala and Bhatt",Electronics,Germany,Vellore,PO-DC46BF15,Facilities,2023-06-13,2023-07-13,30,EUR,42980.37,0.1209,5196.33,PAID,2023-06-13T14:13:12,0,NONE
INV-000933-3BEF,VEND-65DC71CE,"Bhalla, Pandey and Tripathi Industries",Maintenance,India,Tirupati,PO-8FAC4127,Operations,2024-03-11,2024-04-10,30,INR,21485.99,0.0673,1446.01,PENDING,2024-03-11T10:45:35,0,NONE
INV-000617-FC62,VEND-A7928FA8,Bhalla and Sons Inc,Raw Materials,India,Muzaffarpur,PO-93DE4353,HR,2024-03-01,2024-04-30,60,INR,112593.57,0.0883,9942.01,PAID,2024-03-01T11:07:09,0,NONE
INV-007405-842D,VEND-B385FB77,"Nazareth, Kurian and Suresh Industries",Office Supplies,China,Jaunpur,PO-2A93D6ED,Facilities,2024-01-11,2024-02-10,30,CNY,17517.71,0.086,1506.52,APPROVED,2024-01-11T15:05:02,0,NONE
INV-007566-9969,VEND-8DBCAF0D,"Gandhi, Sarma and Bassi",Raw Materials,India,Bharatpur,PO-25A11379,Marketing,2023-05-19,2023-06-18,30,INR,33705.17,0.0516,1739.19,PAID,2023-05-19T14:46:33,0,NONE
INV-902269-4FB1,VEND-166089C3,"Solanki, Kibe and Solanki Enterprises",Raw Materials,India,Jhansi,PO-05D46B34,Procurement,2024-09-26,2024-10-26,30,INR,80059.56,0.0748,5988.46,PAID,2024-09-26T05:09:47,1,WEEKEND
INV-001216-DAD9,VEND-177248C3,"Mahajan, Sagar and Subramanian",Transportation,India,Latur,PO-C56E4F50,Operations,2024-10-03,2024-11-02,30,INR,52780.0,0.0918,4845.2,OVERDUE,2024-10-03T14:12:20,0,NONE
INV-008313-B356,VEND-1A886BA8,"Basu, Ratti and Sarna",Packaging,USA,Panvel,PO-70B7A483,Production,2023-01-19,2023-02-03,15,USD,14177.09,0.1001,1419.13,APPROVED,2023-01-19T13:06:10,0,NONE
INV-005767-C560,VEND-59049DD4,Kumer-Prasad Pvt Ltd,Transportation,India,Bhalswa Jahangir Pur,PO-F3FEDB02,Logistics,2023-12-21,2024-01-05,15,INR,12038.59,0.0777,935.4,PAID,2023-12-21T15:47:00,0,NONE
INV-000921-E14C,VEND-B31350DF,Jayaraman Group,IT Services,China,Suryapet,PO-0DF615B9,Logistics,2024-12-05,2025-01-04,30,CNY,130333.81,0.18,23460.09,PAID,2024-12-05T15:33:25,0,NONE
INV-009690-07DC,VEND-DB0279CF,Singhal and Sons LLC,Transportation,India,Jaunpur,PO-D17B14FC,Production,2023-03-13,2023-04-12,30,INR,11432.59,0.0952,1088.38,OVERDUE,2023-03-13T16:53:34,0,NONE
INV-004501-4F18,VEND-EA916ECB,"Rattan, Boase and Dhar LLC",Packaging,India,Mysore,PO-EA61E74F,IT,2024-11-13,2025-01-12,60,INR,56197.76,0.105,5900.76,APPROVED,2024-11-13T14:42:04,0,NONE
INV-004962-B229,VEND-1A886BA8,"Basu, Ratti and Sarna",Packaging,USA,Panvel,PO-7C028A09,Operations,2023-03-16,2023-03-31,15,USD,15666.11,0.1001,1568.18,PAID,2023-03-16T13:19:04,0,NONE
INV-010345-09B8,VEND-65DC71CE,"Bhalla, Pandey and Tripathi Industries",Maintenance,India,Tirupati,PO-6A73AE35,IT,2024-10-02,2024-11-01,30,INR,15972.65,0.0673,1074.96,PAID,2024-10-02T16:47:48,0,NONE
INV-901707-0438,VEND-F701B8C7,Chaudhry Group & Co,IT Services,India,Chittoor,PO-BB0F374E,Facilities,2023-01-28,2023-03-14,45,INR,166600.56,0.18,29988.1,OVERDUE,2023-01-28T23:53:33.780989,1,BURST
INV-007683-0B07,VEND-9B3EB04B,Devan Ltd Industries,Office Supplies,India,Bhalswa Jahangir Pur,PO-7404B715,Logistics,2024-12-19,2025-02-02,45,INR,8479.34,0.092,780.1,PAID,2024-12-19T16:11:49,0,NONE
INV-001119-CA05,VEND-FB61F05C,"Sen, Naidu and Mutti Traders",Office Supplies,India,Gandhidham,PO-DBAA9E99,Marketing,2023-04-21,2023-06-05,45,INR,6079.12,0.0738,448.64,PENDING,2023-04-21T15:52:37,0,NONE
INV-007206-963D,VEND-74A688FD,"Dutta, Balasubramanian and Dhar Industries",IT Services,India,Visakhapatnam,PO-A3C7F38D,Marketing,2023-05-19,2023-06-18,30,INR,36081.1,0.18,6494.6,PENDING,2023-05-19T11:00:01,0,NONE
INV-002474-E0E6,VEND-CF9A75A0,Oza Ltd,Maintenance,India,Dibrugarh,PO-3AB713D5,IT,2023-02-20,2023-04-21,60,INR,13677.86,0.0554,757.75,PAID,2023-02-20T15:42:25,0,NONE
INV-005180-542C,VEND-DBF1A896,"Tripathi, Kala and Dubey",Maintenance,India,Rajahmundry,PO-2782171F,Procurement,2024-04-08,2024-04-23,15,INR,43359.17,0.0822,3564.12,PENDING,2024-04-08T15:53:56,0,NONE
INV-902029-4683,VEND-E8C60174,Balay LLC Inc,Raw Materials,India,Agartala,PO-5B117931,Facilities,2024-05-10,2024-08-08,90,INR,43580.98,0.3892,16961.72,PAID,2024-05-10T13:10:42,1,TAX
INV-005296-0CB1,VEND-93FE32BC,Mohanty-Khatri Enterprises,Packaging,India,New Delhi,PO-C8B26DC5,Logistics,2023-07-10,2023-08-09,30,INR,9084.45,0.0548,497.83,PAID,2023-07-10T11:06:53,0,NONE
INV-010233-43C8,VEND-A9DA0AD9,Memon LLC,Electronics,India,Chinsurah,PO-FD3FDDC7,Logistics,2024-11-27,2025-01-11,45,INR,25509.46,0.1739,4436.1,PAID,2024-11-27T09:43:18,0,NONE
INV-010409-EA3F,VEND-5D5914AD,Murthy and Sons Traders,Packaging,India,Tenali,PO-D11655AB,Operations,2023-05-26,2023-06-25,30,INR,37676.55,0.1128,4249.91,APPROVED,2023-05-26T15:07:51,0,NONE
INV-010535-F7F6,VEND-B3367F09,Raj PLC,Packaging,India,Ramgarh,PO-0296D1CD,Logistics,2024-04-10,2024-05-25,45,INR,16842.01,0.0608,1023.99,PAID,2024-04-10T17:31:25,0,NONE
INV-009249-A16A,VEND-0A1F5583,Shukla-Chaudhari,Office Supplies,India,Imphal,PO-A247F575,HR,2023-02-22,2023-04-23,60,INR,8265.82,0.1042,861.3,PAID,2023-02-22T10:39:18,0,NONE
INV-011160-6DE7,VEND-9AE92A63,Mital Group LLC,Consulting,USA,Srinagar,PO-55339B47,Operations,2023-03-22,2023-05-06,45,USD,150771.22,0.18,27138.82,APPROVED,2023-03-22T10:36:33,0,NONE
INV-007355-E50C,VEND-8C38EBF9,Bumb-Prasad Traders,Transportation,India,Bhopal,PO-492DA435,Finance,2024-10-14,2024-12-13,60,INR,33577.68,0.0704,2363.87,APPROVED,2024-10-14T14:50:50,0,NONE
INV-009495-E831,VEND-0F7059A6,"Pau, Chana and Rana LLC",Packaging,India,Bilaspur,PO-F6740902,Marketing,2024-02-07,2024-05-07,90,INR,48668.37,0.0583,2837.37,OVERDUE,2024-02-07T14:14:24,0,NONE
